vehicle_id,date,mileage,maintenance_type,service_category,description,labor_hours,parts_cost,labor_cost,downtime_hours,technician_id,completed
TRUCK-0004,2020-10-29,429716,Preventive,Engine,Brake pad replacement,1.5,521,171,34,TECH-005,True
TRUCK-0004,2022-09-14,402196,Corrective,Tires,Oil change and filter replacement,5.4,165,767,35,TECH-011,True
TRUCK-0004,2020-12-26,430923,Inspection,Tires,Oil change and filter replacement,2.9,1466,226,28,TECH-015,True
TRUCK-0004,2022-04-19,443758,Preventive,Transmission,Electrical system troubleshooting,4.9,1213,596,44,TECH-020,False
TRUCK-0004,2021-12-19,447638,Inspection,Tires,Engine diagnostic and repair,1.9,1331,152,32,TECH-008,True
TRUCK-0004,2023-06-15,417778,Preventive,Brakes,Transmission fluid change,2.5,472,196,16,TECH-005,True
TRUCK-0004,2020-10-19,417649,Inspection,Brakes,DOT annual inspection,2.4,307,260,12,TECH-018,True
TRUCK-0004,2023-01-20,411513,Preventive,Brakes,Engine diagnostic and repair,6.8,544,603,41,TECH-013,True
TRUCK-0004,2023-03-24,430268,Corrective,Brakes,Oil change and filter replacement,3.8,540,462,34,TECH-019,False
TRUCK-0004,2021-08-19,440489,Preventive,Electrical,Engine diagnostic and repair,5.2,89,331,25,TECH-008,True
TRUCK-0004,2020-05-26,402400,Corrective,Electrical,Tire rotation and balancing,7.7,949,224,43,TECH-018,False
TRUCK-0004,2022-02-26,446178,Emergency,Engine,Tire rotation and balancing,3.2,495,428,5,TECH-012,True
TRUCK-0004,2021-07-19,400863,Emergency,Brakes,Transmission fluid change,2.6,426,620,1,TECH-013,True
TRUCK-0004,2021-04-22,445640,Corrective,Brakes,Tire rotation and balancing,1.6,862,508,42,TECH-008,True
TRUCK-0004,2020-01-04,438441,Corrective,DOT Inspection,DOT annual inspection,2.5,627,552,13,TECH-011,False
TRUCK-0004,2022-07-16,434604,Preventive,Tires,Tire rotation and balancing,1.6,1109,355,41,TECH-019,True
TRUCK-0004,2020-02-03,441559,Inspection,Engine,Oil change and filter replacement,4.4,354,675,13,TECH-014,True
TRUCK-0004,2022-03-08,411838,Corrective,Electrical,Transmission fluid change,5.2,1019,666,25,TECH-004,True
TRUCK-0004,2022-05-31,441301,Corrective,Transmission,DOT annual inspection,3.9,52,677,37,TECH-010,True
TRUCK-0004,2023-04-14,437081,Preventive,Engine,Electrical system troubleshooting,4.5,245,203,19,TECH-002,True
TRUCK-0004,2023-05-16,445354,Emergency,Engine,Electrical system troubleshooting,1.5,808,652,55,TECH-016,True
TRUCK-0004,2021-03-30,399183,Corrective,Transmission,Electrical system troubleshooting,3.0,1352,617,52,TECH-010,False
TRUCK-0004,2022-06-28,434414,Corrective,DOT Inspection,Transmission fluid change,5.2,1252,293,23,TECH-006,False
TRUCK-0004,2023-08-23,431082,Corrective,DOT Inspection,Air filter replacement,7.2,1414,685,52,TECH-015,True
TRUCK-0004,2020-10-11,438282,Inspection,Brakes,Air filter replacement,5.8,1286,770,20,TECH-004,False
TRUCK-0004,2022-01-25,432108,Emergency,Transmission,Oil change and filter replacement,6.2,920,489,60,TECH-012,True
TRUCK-0004,2020-04-25,412439,Emergency,Transmission,Tire rotation and balancing,3.6,393,562,44,TECH-018,False
TRUCK-0004,2022-09-16,419611,Preventive,Brakes,DOT annual inspection,7.7,818,249,44,TECH-015,True
TRUCK-0004,2022-07-19,417832,Inspection,DOT Inspection,DOT annual inspection,5.7,200,698,14,TECH-009,True
TRUCK-0004,2023-07-17,419336,Preventive,Brakes,DOT annual inspection,2.3,63,386,16,TECH-012,False
TRUCK-0004,2023-09-07,444195,Corrective,Engine,Transmission fluid change,6.3,683,533,71,TECH-001,True
TRUCK-0004,2023-03-14,400859,Emergency,Engine,Transmission fluid change,4.0,150,120,35,TECH-016,False
TRUCK-0004,2023-09-14,446113,Preventive,DOT Inspection,Brake pad replacement,6.8,1276,243,60,TECH-003,False
TRUCK-0004,2023-02-24,443768,Emergency,Transmission,Transmission fluid change,5.7,251,584,9,TECH-011,False
TRUCK-0004,2022-04-19,439182,Inspection,Brakes,Oil change and filter replacement,6.7,108,781,21,TECH-018,True
TRUCK-0004,2022-11-08,444467,Inspection,DOT Inspection,Oil change and filter replacement,4.2,1366,521,22,TECH-010,True
TRUCK-0004,2021-12-20,413419,Emergency,Brakes,Tire rotation and balancing,2.0,920,280,26,TECH-008,True
TRUCK-0004,2020-09-15,400806,Corrective,Engine,Tire rotation and balancing,7.2,633,284,8,TECH-009,False
TRUCK-0004,2023-03-14,403399,Emergency,DOT Inspection,Oil change and filter replacement,5.2,170,644,63,TECH-009,True
TRUCK-0004,2022-03-21,442099,Emergency,Tires,Transmission fluid change,0.7,877,122,24,TECH-017,True
TRUCK-0004,2020-04-27,439100,Preventive,DOT Inspection,Oil change and filter replacement,0.6,814,518,40,TECH-019,True
TRUCK-0004,2020-06-19,412537,Emergency,Electrical,Tire rotation and balancing,2.7,492,601,31,TECH-013,True
TRUCK-0004,2022-10-05,426153,Emergency,Transmission,Electrical system troubleshooting,1.5,991,790,17,TECH-017,False
TRUCK-0004,2023-08-01,416738,Corrective,DOT Inspection,Air filter replacement,2.2,648,767,25,TECH-018,True
TRUCK-0004,2022-07-24,405565,Inspection,Electrical,Electrical system troubleshooting,3.6,887,727,44,TECH-011,True
TRUCK-0004,2023-08-08,421256,Preventive,Brakes,Tire rotation and balancing,3.4,1353,216,49,TECH-014,True
TRUCK-0004,2021-08-11,448201,Inspection,Engine,Coolant system flush,7.7,373,243,70,TECH-017,True
TRUCK-0004,2023-01-13,432726,Corrective,Transmission,Electrical system troubleshooting,1.1,1108,519,34,TECH-019,True
TRUCK-0004,2021-11-14,407337,Emergency,Tires,Oil change and filter replacement,4.1,569,92,60,TECH-018,True
TRUCK-0004,2021-09-01,424986,Emergency,DOT Inspection,DOT annual inspection,2.3,230,140,36,TECH-002,True
TRUCK-0004,2021-02-15,419134,Preventive,DOT Inspection,Brake pad replacement,2.3,1051,424,62,TECH-005,True
TRUCK-0004,2023-09-19,438131,Corrective,Brakes,Brake pad replacement,6.0,238,320,7,TECH-017,True
TRUCK-0004,2021-11-11,406810,Preventive,Engine,Tire rotation and balancing,3.9,1198,790,13,TECH-004,True
TRUCK-0004,2021-10-21,429596,Inspection,Engine,Engine diagnostic and repair,1.5,718,208,1,TECH-017,True
TRUCK-0004,2022-09-26,414633,Inspection,Engine,Air filter replacement,0.8,990,89,17,TECH-008,True
TRUCK-0004,2020-09-26,424715,Emergency,Transmission,Engine diagnostic and repair,0.8,99,503,33,TECH-006,False
TRUCK-0004,2021-12-19,410883,Preventive,Electrical,Oil change and filter replacement,4.6,988,528,48,TECH-006,True
TRUCK-0004,2022-10-05,442892,Preventive,DOT Inspection,Transmission fluid change,7.1,691,544,35,TECH-020,True
TRUCK-0004,2023-03-19,444069,Preventive,DOT Inspection,Engine diagnostic and repair,1.4,1372,661,19,TECH-008,True
TRUCK-0004,2021-04-10,411195,Preventive,Transmission,Tire rotation and balancing,6.6,1071,108,47,TECH-017,True
TRUCK-0004,2020-07-26,425327,Corrective,Transmission,Transmission fluid change,4.5,426,400,17,TECH-003,True
TRUCK-0004,2023-07-17,429184,Corrective,Brakes,DOT annual inspection,3.1,1078,403,65,TECH-004,True
TRUCK-0004,2020-02-27,420456,Corrective,Brakes,Oil change and filter replacement,4.5,191,106,43,TECH-012,True
TRUCK-0004,2023-11-13,424663,Emergency,Transmission,Transmission fluid change,7.3,790,712,27,TECH-010,False
TRUCK-0004,2023-01-29,412382,Preventive,Tires,Oil change and filter replacement,7.7,449,180,67,TECH-012,True
TRUCK-0004,2023-01-28,417164,Preventive,Engine,Engine diagnostic and repair,0.8,1034,524,31,TECH-002,False
TRUCK-0004,2020-06-16,424355,Inspection,Transmission,Tire rotation and balancing,5.0,584,514,6,TECH-007,True
TRUCK-0004,2022-03-18,424790,Inspection,Tires,Tire rotation and balancing,6.2,91,451,15,TECH-010,False
TRUCK-0004,2023-08-05,446957,Preventive,Engine,DOT annual inspection,1.0,413,134,20,TECH-011,False
TRUCK-0004,2023-03-15,401759,Corrective,Transmission,Air filter replacement,0.7,226,750,70,TECH-007,True
TRUCK-0004,2023-11-13,428036,Inspection,Electrical,DOT annual inspection,1.7,1292,626,64,TECH-010,True
TRUCK-0004,2022-07-10,427840,Preventive,Transmission,Oil change and filter replacement,7.0,543,648,9,TECH-003,True
TRUCK-0004,2022-02-01,447571,Preventive,Engine,DOT annual inspection,7.2,1442,544,11,TECH-011,True
TRUCK-0004,2022-01-04,429119,Corrective,Tires,DOT annual inspection,1.4,1338,247,24,TECH-019,False
TRUCK-0004,2020-06-17,429103,Preventive,Tires,Engine diagnostic and repair,3.7,823,690,26,TECH-005,True
TRUCK-0004,2020-03-27,442111,Emergency,Brakes,Coolant system flush,7.0,1223,279,35,TECH-017,True
TRUCK-0004,2023-12-21,439611,Preventive,Tires,Coolant system flush,0.7,1400,372,7,TECH-009,True
TRUCK-0004,2023-09-14,425113,Emergency,Tires,Coolant system flush,5.6,601,520,33,TECH-016,True
TRUCK-0004,2021-01-08,441435,Inspection,Transmission,Brake pad replacement,6.0,652,757,33,TECH-003,True
TRUCK-0004,2020-05-02,417054,Emergency,Brakes,Coolant system flush,1.2,1076,258,30,TECH-007,True
TRUCK-0004,2020-11-14,419422,Emergency,Engine,Brake pad replacement,2.0,359,288,70,TECH-011,True
TRUCK-0005,2022-12-31,150283,Emergency,DOT Inspection,Oil change and filter replacement,3.9,949,219,2,TECH-012,True
TRUCK-0005,2021-05-07,148854,Inspection,Brakes,Tire rotation and balancing,4.8,1407,416,8,TECH-007,False
TRUCK-0005,2023-11-27,148764,Corrective,Engine,Coolant system flush,2.2,296,559,66,TECH-007,True
TRUCK-0005,2021-09-08,133028,Inspection,Brakes,Coolant system flush,7.7,944,782,33,TECH-006,True
TRUCK-0005,2022-01-19,157475,Preventive,Electrical,Transmission fluid change,4.2,889,668,38,TECH-019,True
TRUCK-0005,2022-02-16,127458,Preventive,Electrical,Transmission fluid change,1.6,1361,324,59,TECH-016,False
TRUCK-0005,2020-11-08,126487,Emergency,DOT Inspection,Engine diagnostic and repair,5.6,737,177,47,TECH-004,True
TRUCK-0005,2022-03-17,133620,Corrective,Engine,Air filter replacement,3.8,527,509,33,TECH-011,True
TRUCK-0005,2022-08-24,151738,Preventive,Brakes,Transmission fluid change,3.1,692,211,37,TECH-004,True
TRUCK-0005,2022-03-10,147629,Emergency,Tires,Tire rotation and balancing,2.9,902,763,24,TECH-005,True
TRUCK-0005,2021-03-04,117631,Inspection,Engine,Air filter replacement,6.7,1213,145,50,TECH-001,False
TRUCK-0005,2023-01-02,121510,Inspection,Electrical,Tire rotation and balancing,1.3,481,410,39,TECH-004,True
TRUCK-0005,2023-12-16,159374,Corrective,Brakes,Engine diagnostic and repair,2.0,1174,730,30,TECH-018,True
TRUCK-0005,2023-07-19,129116,Inspection,Electrical,Coolant system flush,3.3,1389,91,39,TECH-018,True
TRUCK-0005,2020-04-02,156757,Preventive,Transmission,Oil change and filter replacement,0.8,1407,574,52,TECH-013,True
TRUCK-0005,2020-05-18,152619,Preventive,Tires,Brake pad replacement,1.1,699,475,67,TECH-012,True
TRUCK-0005,2023-11-30,156736,Emergency,Engine,Brake pad replacement,5.2,413,766,25,TECH-016,True
TRUCK-0005,2022-09-05,131908,Preventive,Transmission,Brake pad replacement,1.0,1204,609,40,TECH-016,True
TRUCK-0005,2023-09-26,119851,Corrective,DOT Inspection,DOT annual inspection,3.8,1161,719,56,TECH-015,True
TRUCK-0005,2023-07-05,163531,Preventive,Electrical,Tire rotation and balancing,4.0,1431,168,57,TECH-015,True
TRUCK-0005,2022-09-14,151129,Emergency,Electrical,Engine diagnostic and repair,6.4,1357,327,11,TECH-003,True
TRUCK-0005,2022-03-21,151010,Corrective,Engine,Brake pad replacement,5.1,1147,305,46,TECH-003,True
TRUCK-0005,2023-12-07,159265,Inspection,Brakes,Tire rotation and balancing,0.9,1043,591,54,TECH-013,True
TRUCK-0005,2020-04-04,146486,Emergency,Transmission,DOT annual inspection,1.0,1153,659,57,TECH-015,False
TRUCK-0005,2021-04-26,160545,Inspection,Electrical,Tire rotation and balancing,3.2,1412,633,20,TECH-006,True
TRUCK-0005,2021-03-28,153057,Emergency,Brakes,Transmission fluid change,6.4,849,799,40,TECH-013,True
TRUCK-0005,2023-07-01,159834,Corrective,Brakes,Engine diagnostic and repair,6.5,1219,158,64,TECH-009,True
TRUCK-0005,2022-10-29,134338,Emergency,Brakes,Air filter replacement,5.2,771,219,59,TECH-001,True
TRUCK-0005,2023-08-23,141504,Preventive,Engine,Brake pad replacement,5.4,152,671,46,TECH-020,False
TRUCK-0005,2020-01-03,121316,Inspection,DOT Inspection,DOT annual inspection,7.2,530,403,5,TECH-001,True
TRUCK-0005,2021-03-22,141867,Emergency,Tires,Brake pad replacement,0.8,766,666,66,TECH-014,True
TRUCK-0005,2023-12-06,137089,Corrective,Engine,Brake pad replacement,4.0,528,397,65,TECH-017,True
TRUCK-0005,2021-06-16,145716,Inspection,Engine,Brake pad replacement,1.4,1143,636,31,TECH-015,True
TRUCK-0005,2021-07-25,143592,Corrective,Tires,Brake pad replacement,3.5,1025,106,36,TECH-016,False
TRUCK-0005,2022-08-12,161937,Preventive,Transmission,Coolant system flush,6.7,211,262,9,TECH-018,True
TRUCK-0005,2020-04-17,118974,Preventive,Electrical,Brake pad replacement,4.7,203,762,72,TECH-001,False
TRUCK-0005,2023-01-07,130498,Inspection,Brakes,Air filter replacement,1.9,1037,731,19,TECH-004,True
TRUCK-0005,2021-05-19,131901,Preventive,Tires,DOT annual inspection,0.9,761,147,19,TECH-005,True
TRUCK-0005,2023-06-28,157815,Emergency,Electrical,Electrical system troubleshooting,6.1,802,351,55,TECH-007,True
TRUCK-0005,2023-10-04,117665,Inspection,DOT Inspection,DOT annual inspection,4.7,927,460,9,TECH-006,True
TRUCK-0005,2021-04-12,122717,Emergency,Brakes,Electrical system troubleshooting,1.8,79,532,44,TECH-011,True
TRUCK-0005,2022-11-26,130623,Inspection,DOT Inspection,Transmission fluid change,4.1,982,782,38,TECH-003,True
TRUCK-0005,2021-10-07,144296,Emergency,Transmission,Oil change and filter replacement,5.2,487,331,28,TECH-003,True
TRUCK-0005,2020-11-19,161868,Inspection,Transmission,Transmission fluid change,0.6,832,148,4,TECH-004,True
TRUCK-0005,2021-04-18,136030,Preventive,Brakes,Tire rotation and balancing,3.9,621,785,38,TECH-001,False
TRUCK-0005,2020-10-17,150099,Emergency,Transmission,Oil change and filter replacement,3.7,231,641,57,TECH-007,True
TRUCK-0005,2023-09-11,118427,Corrective,Transmission,Brake pad replacement,6.5,292,638,9,TECH-007,False
TRUCK-0005,2023-04-05,142493,Preventive,Tires,DOT annual inspection,4.2,757,194,18,TECH-001,True
TRUCK-0005,2023-03-12,119703,Preventive,Tires,DOT annual inspection,0.9,952,267,12,TECH-014,True
TRUCK-0005,2023-09-03,134562,Corrective,Brakes,Engine diagnostic and repair,1.6,85,263,37,TECH-002,False
TRUCK-0005,2020-10-05,142418,Corrective,Electrical,Tire rotation and balancing,4.2,648,536,63,TECH-011,True
TRUCK-0005,2022-12-30,156764,Inspection,Transmission,Air filter replacement,2.4,492,611,39,TECH-003,True
TRUCK-0005,2023-10-24,128157,Inspection,Engine,Brake pad replacement,2.2,593,522,29,TECH-011,True
TRUCK-0005,2020-10-25,133249,Corrective,Tires,Oil change and filter replacement,5.0,1366,481,1,TECH-001,False
TRUCK-0005,2023-10-12,135964,Preventive,Engine,Oil change and filter replacement,2.6,211,298,59,TECH-020,True
TRUCK-0005,2023-01-07,121619,Corrective,Transmission,Coolant system flush,5.6,1118,147,39,TECH-002,False
TRUCK-0005,2020-10-25,115716,Emergency,Electrical,Transmission fluid change,2.4,853,629,13,TECH-009,True
TRUCK-0005,2022-02-12,124085,Preventive,Transmission,Tire rotation and balancing,4.6,1385,137,69,TECH-013,True
TRUCK-0005,2020-10-13,157550,Corrective,Tires,Oil change and filter replacement,3.8,1246,150,50,TECH-016,False
TRUCK-0005,2021-10-03,161891,Preventive,Tires,Brake pad replacement,4.0,1254,156,16,TECH-017,True
TRUCK-0005,2021-02-04,133011,Inspection,Transmission,Air filter replacement,6.6,223,744,48,TECH-010,True
TRUCK-0005,2022-08-29,128310,Inspection,Transmission,Transmission fluid change,0.6,985,611,35,TECH-007,True
TRUCK-0005,2023-11-29,131559,Emergency,Brakes,DOT annual inspection,6.3,360,438,56,TECH-019,True
TRUCK-0005,2022-12-09,164462,Corrective,Transmission,Transmission fluid change,7.6,719,193,11,TECH-015,True
TRUCK-0005,2020-08-25,160972,Preventive,Tires,Brake pad replacement,2.6,347,666,27,TECH-004,False
TRUCK-0005,2022-11-20,130448,Corrective,Engine,Brake pad replacement,4.9,371,137,58,TECH-017,True
TRUCK-0005,2023-04-10,138814,Corrective,DOT Inspection,Oil change and filter replacement,5.4,965,649,28,TECH-013,True
TRUCK-0005,2023-05-21,123395,Inspection,Electrical,Coolant system flush,3.8,904,368,23,TECH-001,True
TRUCK-0005,2023-11-08,118205,Emergency,Engine,DOT annual inspection,5.2,717,583,26,TECH-012,True
TRUCK-0005,2022-12-12,144132,Inspection,Transmission,DOT annual inspection,1.9,1423,641,57,TECH-001,True
TRUCK-0005,2020-07-20,141397,Inspection,Tires,Tire rotation and balancing,3.3,1065,375,64,TECH-001,True
TRUCK-0005,2021-10-07,158763,Corrective,DOT Inspection,Oil change and filter replacement,3.7,184,482,18,TECH-011,True
TRUCK-0005,2022-09-12,142431,Preventive,Brakes,Tire rotation and balancing,1.3,395,733,5,TECH-017,True
TRUCK-0005,2023-08-07,152157,Corrective,Brakes,DOT annual inspection,6.3,415,647,38,TECH-017,True
TRUCK-0005,2021-03-06,156154,Preventive,Tires,Engine diagnostic and repair,1.7,384,699,18,TECH-020,True
TRUCK-0005,2020-12-30,126570,Preventive,Brakes,Engine diagnostic and repair,0.9,843,100,65,TECH-019,True
TRUCK-0005,2020-02-04,144802,Emergency,Brakes,Oil change and filter replacement,6.3,1230,709,21,TECH-001,False
TRUCK-0005,2020-11-22,129396,Preventive,Brakes,Electrical system troubleshooting,4.4,1047,655,27,TECH-002,False
TRUCK-0005,2022-05-21,156215,Inspection,Transmission,Electrical system troubleshooting,3.5,600,664,24,TECH-019,False
TRUCK-0005,2021-12-13,120790,Corrective,Brakes,Transmission fluid change,1.7,1046,444,27,TECH-002,True
TRUCK-0005,2022-02-09,161153,Preventive,Tires,Oil change and filter replacement,3.3,697,204,4,TECH-003,True
TRUCK-0005,2020-02-29,115028,Corrective,Tires,Transmission fluid change,5.3,194,636,54,TECH-019,True
TRUCK-0005,2020-06-23,129899,Corrective,DOT Inspection,Coolant system flush,7.8,842,602,53,TECH-001,True
TRUCK-0005,2021-07-13,146917,Preventive,Engine,Engine diagnostic and repair,4.2,1085,734,14,TECH-020,True
TRUCK-0005,2021-01-31,156737,Inspection,Engine,Tire rotation and balancing,4.3,1384,762,54,TECH-012,False
TRUCK-0005,2022-11-02,147012,Emergency,Electrical,Brake pad replacement,3.9,137,237,28,TECH-003,True
TRUCK-0005,2021-09-27,147970,Emergency,Transmission,Tire rotation and balancing,4.2,873,137,68,TECH-016,True
TRUCK-0005,2021-01-19,128930,Preventive,Transmission,Transmission fluid change,1.4,337,716,61,TECH-019,True
TRUCK-0005,2023-05-19,157106,Inspection,DOT Inspection,Electrical system troubleshooting,4.6,932,99,61,TECH-015,False
TRUCK-0005,2021-06-28,140463,Emergency,Engine,Air filter replacement,7.7,1190,254,62,TECH-013,True
TRUCK-0005,2020-09-29,152133,Preventive,Tires,Electrical system troubleshooting,1.9,80,369,44,TECH-008,True
TRUCK-0005,2023-12-10,144486,Preventive,Tires,Coolant system flush,2.9,490,91,3,TECH-008,True
TRUCK-0005,2020-02-09,141528,Corrective,DOT Inspection,Air filter replacement,2.2,526,547,6,TECH-018,True
TRUCK-0005,2021-08-30,148532,Inspection,Engine,DOT annual inspection,7.8,1484,728,71,TECH-008,True
TRUCK-0005,2022-07-27,131717,Inspection,DOT Inspection,DOT annual inspection,7.0,1386,430,24,TECH-002,True
TRUCK-0005,2021-09-12,152516,Corrective,Brakes,DOT annual inspection,3.9,243,772,53,TECH-007,True
TRUCK-0006,2023-08-16,366210,Preventive,Transmission,DOT annual inspection,2.8,504,175,60,TECH-020,True
TRUCK-0006,2021-10-26,382319,Inspection,Engine,Oil change and filter replacement,3.3,1336,644,41,TECH-010,True
TRUCK-0006,2020-07-07,353650,Inspection,Engine,Air filter replacement,7.1,294,90,44,TECH-009,True
TRUCK-0006,2020-10-30,390587,Corrective,DOT Inspection,Engine diagnostic and repair,4.7,520,487,40,TECH-011,True
TRUCK-0006,2021-04-27,389697,Inspection,Engine,Transmission fluid change,3.3,475,176,47,TECH-017,True
TRUCK-0006,2023-10-05,380819,Emergency,Engine,Air filter replacement,7.8,454,108,26,TECH-019,True
TRUCK-0006,2021-07-06,381437,Preventive,Electrical,DOT annual inspection,3.1,1403,793,31,TECH-001,True
TRUCK-0006,2020-04-28,374608,Emergency,DOT Inspection,DOT annual inspection,2.1,1500,531,47,TECH-005,False
